user_id,created_at,email,first_name,last_name,country_at_signup,country_current,acquisition_channel,subscription_tier
usr_0100,2026-02-10,user100@gmail.com,Leo,Jones,DE,GB,referral,free
usr_0101,2026-02-10,user101@gmail.com,Liam,Williams,FR,FR,referral,free
usr_0102,2025-10-03,user102@gmail.com,Olivia,Brown,FR,AU,referral,premium
usr_0103,2026-01-01,user103@gmail.com,Maya,Patel,GB,CA,paid_search,free
usr_0104,2025-09-05,user104@gmail.com,Leo,Brown,DE,FR,paid_social,free
usr_0105,2025-10-11,user105@gmail.com,Aman,Patel,GB,AU,paid_social,free
usr_0106,2025-09-28,user106@gmail.com,Aman,Smith,US,DE,organic,free
usr_0107,2026-01-13,user107@gmail.com,Leo,Jones,CA,DE,paid_social,free
usr_0108,2025-11-11,user108@gmail.com,Emma,Patel,FR,DE,organic,free
usr_0109,2025-09-12,user109@gmail.com,Maya,Brown,US,DE,paid_search,free
usr_0110,2026-02-09,user110@gmail.com,Emma,Williams,CA,CA,referral,free
usr_0111,2025-10-03,user111@gmail.com,Olivia,Patel,US,GB,referral,free
usr_0112,2025-10-18,user112@gmail.com,Aman,Jones,DE,AU,referral,premium
usr_0113,2026-01-29,user113@gmail.com,Aman,Patel,FR,CA,paid_social,free
usr_0114,2025-11-01,user114@gmail.com,Liam,Johnson,GB,DE,organic,premium
usr_0115,2025-10-07,user115@gmail.com,Olivia,Williams,GB,GB,organic,free
usr_0116,2025-12-08,user116@gmail.com,Aman,Jones,CA,FR,paid_search,free
usr_0117,2026-02-19,user117@gmail.com,Olivia,Jones,AU,FR,paid_social,free
usr_0118,2025-12-13,user118@gmail.com,Maya,Smith,DE,FR,paid_search,free
usr_0119,2025-10-05,user119@gmail.com,Noah,Brown,CA,DE,organic,free
usr_0120,2025-12-10,user120@gmail.com,Aman,Smith,AU,FR,organic,premium
usr_0121,2026-02-22,user121@gmail.com,Liam,Jones,US,US,referral,free
usr_0122,2026-01-09,user122@gmail.com,Maya,Williams,DE,AU,paid_social,premium
usr_0123,2025-09-01,user123@gmail.com,Leo,Patel,US,AU,organic,free
usr_0124,2025-09-05,user124@gmail.com,Olivia,Patel,FR,DE,referral,premium
usr_0125,2026-01-20,user125@gmail.com,Leo,Williams,DE,US,paid_social,free
usr_0126,2025-12-12,user126@gmail.com,Emma,Jones,AU,CA,paid_search,premium
usr_0127,2025-09-27,user127@gmail.com,Maya,Patel,FR,CA,paid_social,free
usr_0128,2026-01-15,user128@gmail.com,Leo,Patel,GB,FR,paid_social,premium
usr_0129,2025-09-15,user129@gmail.com,Zara,Patel,AU,GB,organic,free
usr_0130,2025-11-29,user130@gmail.com,Zara,Brown,CA,CA,organic,premium
usr_0131,2025-10-12,user131@gmail.com,Aman,Brown,GB,GB,paid_social,free
usr_0132,2026-01-02,user132@gmail.com,Olivia,Johnson,GB,AU,organic,premium
usr_0133,2026-02-26,user133@gmail.com,Noah,Smith,CA,GB,organic,free
usr_0134,2025-11-02,user134@gmail.com,Maya,Williams,DE,AU,organic,premium
usr_0135,2025-12-05,user135@gmail.com,Aman,Williams,GB,US,referral,premium
usr_0136,2025-10-22,user136@gmail.com,Liam,Williams,AU,US,referral,premium
usr_0137,2025-12-05,user137@gmail.com,Emma,Johnson,FR,DE,paid_social,free
usr_0138,2026-01-10,user138@gmail.com,Olivia,Brown,GB,DE,organic,free
usr_0139,2026-01-29,user139@gmail.com,Maya,Jones,AU,FR,referral,premium
usr_0140,2026-01-21,user140@gmail.com,Zara,Jones,US,CA,paid_social,free
usr_0141,2026-02-18,user141@gmail.com,Maya,Johnson,AU,FR,organic,free
usr_0142,2025-09-29,user142@gmail.com,Noah,Jones,FR,AU,paid_search,premium
usr_0143,2025-10-06,user143@gmail.com,Zara,Williams,AU,FR,organic,premium
usr_0144,2025-09-13,user144@gmail.com,Noah,Smith,CA,GB,organic,free
usr_0145,2026-02-07,user145@gmail.com,Liam,Patel,FR,AU,referral,premium
usr_0146,2025-11-10,user146@gmail.com,Emma,Brown,DE,DE,paid_social,premium
usr_0147,2025-11-25,user147@gmail.com,Liam,Brown,US,US,paid_social,free
usr_0148,2025-09-28,user148@gmail.com,Aman,Johnson,CA,DE,referral,premium
usr_0149,2025-11-05,user149@gmail.com,Aman,Brown,DE,CA,organic,free
usr_0150,2026-02-17,user150@gmail.com,Liam,Williams,AU,AU,paid_search,free
usr_0151,2025-10-15,user151@gmail.com,Emma,Jones,FR,AU,organic,free
usr_0152,2025-11-01,user152@gmail.com,Liam,Williams,US,GB,organic,free
usr_0153,2026-01-12,user153@gmail.com,Emma,Johnson,CA,CA,paid_search,premium
usr_0154,2025-09-28,user154@gmail.com,Emma,Williams,DE,US,referral,free
usr_0155,2025-09-28,user155@gmail.com,Leo,Jones,DE,AU,paid_social,free
usr_0156,2025-12-17,user156@gmail.com,Zara,Smith,US,AU,referral,free
usr_0157,2025-10-14,user157@gmail.com,Olivia,Johnson,AU,GB,referral,free
usr_0158,2025-11-23,user158@gmail.com,Emma,Smith,US,FR,organic,free
usr_0159,2025-09-30,user159@gmail.com,Noah,Patel,DE,US,paid_social,free
usr_0160,2025-11-14,user160@gmail.com,Emma,Smith,GB,DE,paid_social,free
usr_0161,2026-01-06,user161@gmail.com,Emma,Patel,CA,CA,referral,premium
usr_0162,2025-12-01,user162@gmail.com,Emma,Patel,US,AU,paid_search,free
usr_0163,2026-01-07,user163@gmail.com,Leo,Smith,DE,AU,referral,free
usr_0164,2025-12-30,user164@gmail.com,Zara,Johnson,AU,DE,paid_search,free
usr_0165,2025-09-27,user165@gmail.com,Leo,Jones,DE,US,paid_social,premium
usr_0166,2025-12-30,user166@gmail.com,Aman,Williams,AU,FR,referral,free
usr_0167,2025-12-25,user167@gmail.com,Leo,Williams,US,AU,organic,free
usr_0168,2025-09-03,user168@gmail.com,Noah,Jones,AU,US,referral,free
usr_0169,2025-12-12,user169@gmail.com,Noah,Patel,FR,DE,paid_social,premium
usr_0170,2026-02-02,user170@gmail.com,Leo,Patel,FR,GB,organic,free
usr_0171,2026-01-15,user171@gmail.com,Zara,Johnson,FR,FR,organic,premium
usr_0172,2025-11-01,user172@gmail.com,Liam,Brown,GB,CA,paid_search,free
usr_0173,2026-02-12,user173@gmail.com,Olivia,Smith,US,AU,organic,free
usr_0174,2025-10-21,user174@gmail.com,Zara,Patel,DE,US,organic,premium
usr_0175,2026-02-19,user175@gmail.com,Leo,Williams,DE,GB,referral,free
usr_0176,2026-01-30,user176@gmail.com,Emma,Johnson,GB,CA,paid_social,premium
usr_0177,2025-10-29,user177@gmail.com,Maya,Smith,AU,US,paid_search,premium
usr_0178,2025-12-27,user178@gmail.com,Olivia,Johnson,GB,US,referral,premium
usr_0179,2026-02-07,user179@gmail.com,Olivia,Smith,AU,CA,organic,free
usr_0180,2025-12-05,user180@gmail.com,Noah,Smith,AU,GB,organic,premium
usr_0181,2026-02-27,user181@gmail.com,Olivia,Jones,CA,DE,paid_search,free
usr_0182,2025-12-22,user182@gmail.com,Leo,Patel,DE,GB,paid_social,premium
usr_0183,2025-11-01,user183@gmail.com,Emma,Johnson,FR,FR,paid_search,free
usr_0184,2025-10-22,user184@gmail.com,Emma,Johnson,AU,AU,referral,premium
usr_0185,2025-09-12,user185@gmail.com,Aman,Jones,CA,CA,paid_search,free
usr_0186,2025-10-09,user186@gmail.com,Emma,Williams,DE,DE,organic,free
usr_0187,2026-01-08,user187@gmail.com,Zara,Williams,FR,CA,referral,free
usr_0188,2026-01-09,user188@gmail.com,Emma,Patel,AU,CA,organic,premium
usr_0189,2025-12-22,user189@gmail.com,Noah,Patel,AU,GB,paid_social,free
usr_0190,2025-12-10,user190@gmail.com,Emma,Brown,GB,AU,organic,free
usr_0191,2025-12-22,user191@gmail.com,Aman,Jones,GB,FR,organic,premium
usr_0192,2025-11-20,user192@gmail.com,Maya,Williams,DE,US,paid_search,free
usr_0193,2025-12-22,user193@gmail.com,Leo,Smith,FR,US,organic,free
usr_0194,2025-09-02,user194@gmail.com,Noah,Johnson,AU,CA,referral,free
usr_0195,2026-01-08,user195@gmail.com,Zara,Patel,DE,AU,referral,free
usr_0196,2025-10-24,user196@gmail.com,Maya,Johnson,DE,DE,paid_social,free
usr_0197,2025-11-26,user197@gmail.com,Noah,Johnson,US,GB,referral,free
usr_0198,2026-01-07,user198@gmail.com,Liam,Brown,GB,AU,paid_search,free
usr_0199,2026-01-25,user199@gmail.com,Olivia,Williams,FR,AU,paid_social,free
usr_0200,2026-01-04,user200@gmail.com,Liam,Patel,AU,GB,referral,premium
usr_0201,2026-01-08,user201@gmail.com,Emma,Johnson,DE,CA,paid_search,free
usr_0202,2025-10-23,user202@gmail.com,Maya,Patel,AU,AU,referral,free
usr_0203,2026-02-19,user203@gmail.com,Emma,Smith,US,US,referral,premium
usr_0204,2026-02-07,user204@gmail.com,Olivia,Brown,FR,GB,organic,free
usr_0205,2026-02-07,user205@gmail.com,Noah,Smith,DE,DE,referral,free
usr_0206,2025-11-07,user206@gmail.com,Olivia,Patel,AU,FR,referral,premium
usr_0207,2026-01-01,user207@gmail.com,Aman,Patel,GB,CA,paid_search,premium
usr_0208,2026-01-23,user208@gmail.com,Olivia,Williams,US,GB,paid_search,premium
usr_0209,2025-10-08,user209@gmail.com,Aman,Johnson,FR,FR,organic,premium
usr_0210,2025-09-24,user210@gmail.com,Olivia,Johnson,US,FR,referral,premium
usr_0211,2025-11-08,user211@gmail.com,Leo,Smith,GB,DE,organic,free
usr_0212,2025-12-25,user212@gmail.com,Aman,Brown,FR,AU,referral,premium
usr_0213,2025-12-07,user213@gmail.com,Maya,Jones,US,DE,paid_social,free
usr_0214,2026-01-17,user214@gmail.com,Emma,Johnson,CA,AU,paid_social,premium
usr_0215,2026-01-22,user215@gmail.com,Zara,Williams,GB,AU,organic,free
usr_0216,2025-12-06,user216@gmail.com,Emma,Smith,GB,GB,organic,free
usr_0217,2026-01-02,user217@gmail.com,Liam,Smith,GB,GB,organic,free
usr_0218,2025-11-09,user218@gmail.com,Emma,Jones,CA,CA,paid_search,premium
usr_0219,2025-12-02,user219@gmail.com,Noah,Williams,CA,AU,paid_search,free
usr_0220,2025-09-03,user220@gmail.com,Leo,Brown,AU,FR,paid_search,premium
usr_0221,2026-01-26,user221@gmail.com,Olivia,Williams,DE,US,organic,premium
usr_0222,2026-02-11,user222@gmail.com,Liam,Brown,US,CA,referral,free
usr_0223,2026-01-25,user223@gmail.com,Noah,Williams,AU,GB,paid_social,premium
usr_0224,2025-11-29,user224@gmail.com,Noah,Williams,US,DE,organic,premium
usr_0225,2026-01-25,user225@gmail.com,Aman,Patel,DE,CA,paid_search,free
usr_0226,2026-01-26,user226@gmail.com,Emma,Smith,CA,CA,paid_search,free
usr_0227,2025-12-05,user227@gmail.com,Maya,Williams,DE,CA,organic,free
usr_0228,2025-10-22,user228@gmail.com,Zara,Jones,CA,CA,organic,free
usr_0229,2026-02-08,user229@gmail.com,Maya,Williams,DE,US,paid_search,free
usr_0230,2026-02-15,user230@gmail.com,Liam,Johnson,AU,DE,referral,premium
usr_0231,2026-01-06,user231@gmail.com,Leo,Smith,FR,DE,paid_search,free
usr_0232,2025-10-09,user232@gmail.com,Maya,Johnson,AU,DE,paid_search,premium
usr_0233,2025-11-21,user233@gmail.com,Olivia,Smith,US,AU,organic,free
usr_0234,2025-12-13,user234@gmail.com,Maya,Johnson,AU,FR,referral,free
usr_0235,2026-01-07,user235@gmail.com,Liam,Williams,GB,DE,paid_search,premium
usr_0236,2025-09-11,user236@gmail.com,Zara,Williams,US,CA,paid_search,premium
usr_0237,2026-02-25,user237@gmail.com,Maya,Patel,DE,CA,paid_social,free
usr_0238,2026-01-29,user238@gmail.com,Olivia,Jones,US,DE,organic,free
usr_0239,2026-02-06,user239@gmail.com,Aman,Johnson,FR,DE,paid_social,free
usr_0240,2025-10-12,user240@gmail.com,Leo,Brown,CA,CA,paid_social,free
usr_0241,2025-12-08,user241@gmail.com,Liam,Patel,DE,AU,paid_search,free
usr_0242,2025-09-07,user242@gmail.com,Aman,Johnson,US,GB,organic,free
usr_0243,2026-01-22,user243@gmail.com,Aman,Johnson,DE,GB,referral,free
usr_0244,2025-11-29,user244@gmail.com,Aman,Patel,DE,DE,paid_search,premium
usr_0245,2025-12-21,user245@gmail.com,Noah,Williams,DE,US,referral,free
usr_0246,2025-10-30,user246@gmail.com,Leo,Johnson,CA,DE,referral,free
usr_0247,2025-12-22,user247@gmail.com,Zara,Williams,AU,DE,organic,free
usr_0248,2025-09-02,user248@gmail.com,Emma,Patel,DE,GB,paid_social,premium
usr_0249,2026-01-07,user249@gmail.com,Leo,Williams,GB,CA,organic,premium
usr_0250,2025-10-18,user250@gmail.com,Noah,Smith,FR,DE,referral,free
usr_0251,2026-01-18,user251@gmail.com,Emma,Brown,CA,CA,paid_search,premium
usr_0252,2025-10-07,user252@gmail.com,Leo,Johnson,US,CA,referral,free
usr_0253,2026-02-07,user253@gmail.com,Aman,Jones,CA,US,paid_search,free
usr_0254,2025-09-09,user254@gmail.com,Liam,Brown,US,CA,paid_search,free
usr_0255,2025-12-08,user255@gmail.com,Emma,Williams,CA,GB,organic,free
usr_0256,2026-01-25,user256@gmail.com,Olivia,Johnson,US,AU,referral,premium
usr_0257,2025-10-18,user257@gmail.com,Olivia,Williams,DE,AU,paid_social,premium
usr_0258,2026-01-09,user258@gmail.com,Maya,Smith,AU,FR,referral,free
usr_0259,2026-01-26,user259@gmail.com,Emma,Patel,US,DE,referral,free
usr_0260,2026-01-30,user260@gmail.com,Liam,Johnson,US,GB,paid_social,free
usr_0261,2025-10-24,user261@gmail.com,Zara,Smith,GB,CA,organic,free
usr_0262,2025-12-29,user262@gmail.com,Noah,Smith,US,AU,referral,free
usr_0263,2026-02-08,user263@gmail.com,Aman,Johnson,GB,GB,referral,free
usr_0264,2026-01-30,user264@gmail.com,Maya,Williams,FR,AU,paid_search,free
usr_0265,2025-12-25,user265@gmail.com,Olivia,Jones,DE,CA,referral,free
usr_0266,2025-11-14,user266@gmail.com,Noah,Smith,GB,AU,paid_social,free
usr_0267,2025-12-22,user267@gmail.com,Noah,Brown,AU,DE,paid_search,free
usr_0268,2026-02-11,user268@gmail.com,Aman,Smith,DE,DE,organic,premium
usr_0269,2026-02-13,user269@gmail.com,Zara,Jones,GB,FR,paid_search,free
usr_0270,2025-12-13,user270@gmail.com,Zara,Williams,DE,FR,paid_social,premium
usr_0271,2025-11-23,user271@gmail.com,Emma,Williams,DE,AU,paid_social,free
usr_0272,2025-12-21,user272@gmail.com,Olivia,Brown,DE,GB,paid_search,premium
usr_0273,2025-12-08,user273@gmail.com,Zara,Smith,FR,DE,organic,premium
usr_0274,2026-01-31,user274@gmail.com,Liam,Williams,AU,GB,paid_search,premium
usr_0275,2025-12-02,user275@gmail.com,Zara,Jones,CA,GB,organic,free
usr_0276,2026-01-24,user276@gmail.com,Noah,Johnson,CA,AU,paid_search,premium
usr_0277,2026-01-06,user277@gmail.com,Aman,Patel,GB,GB,paid_social,free
usr_0278,2025-12-19,user278@gmail.com,Liam,Patel,DE,DE,referral,free
usr_0279,2025-11-21,user279@gmail.com,Emma,Patel,GB,CA,referral,free
usr_0280,2025-10-24,user280@gmail.com,Olivia,Smith,FR,FR,organic,free
usr_0281,2026-02-10,user281@gmail.com,Emma,Brown,FR,CA,organic,free
usr_0282,2026-02-16,user282@gmail.com,Noah,Williams,US,GB,organic,premium
usr_0283,2026-02-08,user283@gmail.com,Liam,Johnson,FR,CA,paid_social,premium
usr_0284,2025-11-07,user284@gmail.com,Liam,Jones,US,DE,paid_search,free
usr_0285,2025-10-03,user285@gmail.com,Liam,Johnson,AU,DE,paid_social,premium
usr_0286,2026-01-20,user286@gmail.com,Noah,Jones,GB,GB,referral,free
usr_0287,2025-09-21,user287@gmail.com,Noah,Smith,AU,AU,organic,premium
usr_0288,2025-10-18,user288@gmail.com,Emma,Patel,FR,CA,paid_search,free
usr_0289,2026-01-26,user289@gmail.com,Maya,Smith,AU,AU,referral,free
usr_0290,2026-01-06,user290@gmail.com,Emma,Brown,AU,AU,referral,premium
usr_0291,2026-01-14,user291@gmail.com,Olivia,Brown,AU,US,referral,premium
usr_0292,2026-01-13,user292@gmail.com,Aman,Jones,FR,GB,paid_social,premium
usr_0293,2026-01-23,user293@gmail.com,Liam,Williams,DE,FR,organic,premium
usr_0294,2026-01-06,user294@gmail.com,Maya,Williams,AU,DE,referral,premium
usr_0295,2025-10-03,user295@gmail.com,Aman,Jones,US,DE,organic,free
usr_0296,2026-02-23,user296@gmail.com,Maya,Brown,FR,GB,paid_social,premium
usr_0297,2025-12-24,user297@gmail.com,Zara,Brown,AU,FR,referral,premium
usr_0298,2025-12-28,user298@gmail.com,Zara,Brown,DE,DE,paid_social,free
usr_0299,2025-09-22,user299@gmail.com,Leo,Smith,FR,GB,paid_social,premium
usr_0300,2026-02-05,user300@gmail.com,Zara,Brown,CA,DE,organic,free
usr_0301,2025-10-08,user301@gmail.com,Emma,Johnson,DE,AU,referral,premium
usr_0302,2025-12-18,user302@gmail.com,Zara,Patel,US,CA,paid_social,premium
usr_0303,2025-10-21,user303@gmail.com,Noah,Brown,AU,CA,referral,premium
usr_0304,2025-09-08,user304@gmail.com,Liam,Jones,CA,DE,organic,premium
usr_0305,2025-09-27,user305@gmail.com,Emma,Patel,CA,US,paid_social,premium
usr_0306,2025-09-27,user306@gmail.com,Aman,Smith,FR,FR,organic,free
usr_0307,2025-09-21,user307@gmail.com,Leo,Jones,CA,FR,referral,premium
usr_0308,2025-09-30,user308@gmail.com,Leo,Patel,US,FR,referral,free
usr_0309,2025-12-06,user309@gmail.com,Leo,Jones,US,AU,organic,free
usr_0310,2025-09-28,user310@gmail.com,Aman,Smith,GB,FR,paid_search,free
usr_0311,2025-12-20,user311@gmail.com,Aman,Johnson,US,CA,paid_social,free
usr_0312,2025-10-31,user312@gmail.com,Aman,Smith,DE,AU,referral,free
usr_0313,2025-10-18,user313@gmail.com,Aman,Smith,CA,GB,referral,premium
usr_0314,2026-01-25,user314@gmail.com,Leo,Jones,US,FR,paid_social,free
usr_0315,2025-09-04,user315@gmail.com,Leo,Williams,FR,FR,organic,free
usr_0316,2025-10-05,user316@gmail.com,Maya,Brown,GB,GB,organic,free
usr_0317,2025-10-19,user317@gmail.com,Emma,Brown,CA,FR,organic,free
usr_0318,2025-09-17,user318@gmail.com,Liam,Johnson,GB,GB,paid_search,free
usr_0319,2026-02-19,user319@gmail.com,Zara,Johnson,CA,AU,paid_search,free
usr_0320,2026-02-05,user320@gmail.com,Zara,Brown,FR,CA,referral,free
usr_0321,2025-10-16,user321@gmail.com,Noah,Williams,GB,GB,organic,free
usr_0322,2025-12-26,user322@gmail.com,Leo,Brown,AU,US,paid_social,free
usr_0323,2025-09-06,user323@gmail.com,Noah,Williams,DE,GB,referral,free
usr_0324,2025-12-08,user324@gmail.com,Emma,Johnson,DE,FR,paid_social,free
usr_0325,2026-01-02,user325@gmail.com,Emma,Patel,CA,AU,referral,premium
usr_0326,2025-10-07,user326@gmail.com,Noah,Jones,AU,DE,paid_search,premium
usr_0327,2025-09-24,user327@gmail.com,Leo,Johnson,GB,AU,referral,free
usr_0328,2025-12-02,user328@gmail.com,Noah,Johnson,AU,DE,paid_search,premium
usr_0329,2025-10-16,user329@gmail.com,Zara,Smith,AU,GB,referral,free
